KODOMAP 150 150
KSPAWN 73 73
COLOR ridge 5e3f1f
COLOR tree 128103
COLOR mine ffde4d
COLOR wall dc7a1e
COLOR cc a63096
COLOR hero 33b0ff
COLOR kodo ff3b30
COLOR ground 33502f
E 8 53 1
E 8 54 1
E 8 55 1
E 8 56 1
E 8 57 1
E 8 58 1
E 8 59 1
E 8 6 1
E 8 60 1
E 8 61 1
E 8 62 1
E 8 63 1
E 8 64 1
E 8 65 1
E 8 66 1
E 8 67 1
E 8 68 1
E 8 69 1
E 8 7 1
E 8 70 1
E 8 71 1
E 8 72 1
E 8 73 1
E 8 74 1
E 8 75 1
E 8 76 1
E 8 77 1
E 8 78 1
E 8 79 1
E 8 8 1
E 8 80 1
E 8 9 1
E 80 0 1
E 80 1 1
E 80 10 1
E 80 11 1
E 80 12 1
E 80 13 1
E 80 134 1
E 80 135 1
E 80 136 1
E 80 137 1
E 80 138 1
E 80 139 1
E 80 14 1
E 80 140 1
E 80 141 1
E 80 142 1
E 80 143 1
E 80 144 1
E 80 145 1
E 80 146 1
E 80 147 1
E 80 148 1
E 80 149 1
E 80 15 1
E 80 16 1
E 80 17 1
E 80 18 1
E 80 19 1
E 80 2 1
E 80 20 1
E 80 21 1
E 80 22 1
E 80 3 1
E 80 34 1
E 80 35 1
E 80 36 1
E 80 37 1
E 80 38 1
E 80 39 1
E 80 4 1
E 80 40 1
E 80 41 1
E 80 42 1
E 80 43 1
E 80 44 1
E 80 45 1
E 80 46 1
E 80 47 1
E 80 48 1
E 80 49 1
E 80 5 1
E 80 50 1
E 80 51 1
E 80 52 1
E 80 53 1
E 80 54 1
E 80 55 1
E 80 56 1
E 80 57 1
E 80 58 1
E 80 6 1
E 80 7 1
E 80 8 1
E 80 9 1
E 81 0 1
E 81 1 1
E 81 10 1
E 81 11 1
E 81 12 1
E 81 13 1
E 81 134 1
E 81 135 1
E 81 136 1
E 81 137 1
E 81 138 1
E 81 139 1
E 81 14 1
E 81 140 1
E 81 141 1
E 81 142 1
E 81 143 1
E 81 144 1
E 81 145 1
E 81 146 1
E 81 147 1
E 81 148 1
E 81 149 1
E 81 15 1
E 81 16 1
E 81 17 1
E 81 18 1
E 81 19 1
E 81 2 1
E 81 20 1
E 81 21 1
E 81 22 1
E 81 3 1
E 81 34 1
E 81 35 1
E 81 36 1
E 81 37 1
E 81 38 1
E 81 39 1
E 81 4 1
E 81 40 1
E 81 41 1
E 81 42 1
E 81 43 1
E 81 44 1
E 81 45 1
E 81 46 1
E 81 47 1
E 81 48 1
E 81 49 1
E 81 5 1
E 81 50 1
E 81 51 1
E 81 52 1
E 81 53 1
E 81 54 1
E 81 55 1
E 81 56 1
E 81 57 1
E 81 58 1
E 81 6 1
E 81 7 1
E 81 8 1
E 81 9 1
E 82 0 1
E 82 1 1
E 82 10 1
E 82 11 1
E 82 12 1
E 82 13 1
E 82 134 1
E 82 135 1
E 82 136 1
E 82 137 1
E 82 138 1
E 82 139 1
E 82 14 1
E 82 140 1
E 82 141 1
E 82 142 1
E 82 143 1
E 82 144 1
E 82 145 1
E 82 146 1
E 82 147 1
E 82 148 1
E 82 149 1
E 82 15 1
E 82 16 1
E 82 17 1
E 82 18 1
E 82 19 1
E 82 2 1
E 82 20 1
E 82 21 1
E 82 22 1
E 82 3 1
E 82 34 1
E 82 35 1
E 82 36 1
E 82 37 1
E 82 38 1
E 82 39 1
E 82 4 1
E 82 40 1
E 82 41 1
E 82 42 1
E 82 43 1
E 82 44 1
E 82 45 1
E 82 46 1
E 82 47 1
E 82 48 1
E 82 49 1
E 82 5 1
E 82 50 1
E 82 51 1
E 82 52 1
E 82 53 1
E 82 54 1
E 82 55 1
E 82 56 1
E 82 57 1
E 82 58 1
E 82 6 1
E 82 7 1
E 82 8 1
E 82 9 1
E 83 0 1
E 83 1 1
E 83 10 1
E 83 11 1
E 83 12 1
E 83 13 1
E 83 134 1
E 83 135 1
E 83 136 1
E 83 137 1
E 83 138 1
E 83 139 1
E 83 14 1
E 83 140 1
E 83 141 1
E 83 142 1
E 83 143 1
E 83 144 1
E 83 145 1
E 83 146 1
E 83 147 1
E 83 148 1
E 83 149 1
E 83 15 1
E 83 16 1
E 83 17 1
E 83 18 1
E 83 19 1
E 83 2 1
E 83 20 1
E 83 21 1
E 83 22 1
E 83 3 1
E 83 34 1
E 83 35 1
E 83 36 1
E 83 37 1
E 83 38 1
E 83 39 1
E 83 4 1
E 83 40 1
E 83 41 1
E 83 42 1
E 83 43 1
E 83 44 1
E 83 45 1
E 83 46 1
E 83 47 1
E 83 48 1
E 83 49 1
E 83 5 1
E 83 50 1
E 83 51 1
E 83 52 1
E 83 53 1
E 83 54 1
E 83 55 1
E 83 56 1
E 83 57 1
E 83 58 1
E 83 6 1
E 83 7 1
E 83 8 1
E 83 9 1
E 84 0 1
E 84 1 1
E 84 10 1
E 84 11 1
E 84 12 1
E 84 13 1
E 84 134 1
E 84 135 1
E 84 136 1
E 84 137 1
E 84 138 1
E 84 139 1
E 84 14 1
E 84 140 1
E 84 141 1
E 84 142 1
E 84 143 1
E 84 144 1
E 84 145 1
E 84 146 1
E 84 147 1
E 84 148 1
E 84 149 1
E 84 15 1
E 84 16 1
E 84 17 1
E 84 18 1
E 84 19 1
E 84 2 1
E 84 20 1
E 84 21 1
E 84 22 1
E 84 3 1
E 84 34 1
E 84 35 1
E 84 36 1
E 84 37 1
E 84 38 1
E 84 39 1
E 84 4 1
E 84 40 1
E 84 41 1
E 84 42 1
E 84 43 1
E 84 44 1
E 84 45 1
E 84 46 1
E 84 47 1
E 84 48 1
E 84 49 1
E 84 5 1
E 84 50 1
E 84 51 1
E 84 52 1
E 84 53 1
E 84 54 1
E 84 55 1
E 84 56 1
E 84 57 1
E 84 58 1
E 84 6 1
E 84 7 1
E 84 8 1
E 84 9 1
E 85 0 1
E 85 1 1
E 85 10 1
E 85 11 1
E 85 12 1
E 85 13 1
E 85 134 1
E 85 135 1
E 85 136 1
E 85 137 1
E 85 138 1
E 85 139 1
E 85 14 1
E 85 140 1
E 85 141 1
E 85 142 1
E 85 143 1
E 85 144 1
E 85 145 1
E 85 146 1
E 85 147 1
E 85 148 1
E 85 149 1
E 85 15 1
E 85 16 1
E 85 17 1
E 85 18 1
E 85 19 1
E 85 2 1
E 85 20 1
E 85 21 1
E 85 22 1
E 85 3 1
E 85 34 1
E 85 35 1
E 85 36 1
E 85 37 1
E 85 38 1
E 85 39 1
E 85 4 1
E 85 40 1
E 85 41 1
E 85 42 1
E 85 43 1
E 85 44 1
E 85 45 1
E 85 46 1
E 85 47 1
E 85 48 1
E 85 49 1
E 85 5 1
E 85 50 1
E 85 51 1
E 85 52 1
E 85 53 1
E 85 54 1
E 85 55 1
E 85 56 1
E 85 57 1
E 85 58 1
E 85 6 1
E 85 7 1
E 85 8 1
E 85 9 1
E 86 0 1
E 86 1 1
E 86 10 1
E 86 100 1
E 86 101 1
E 86 102 1
E 86 103 1
E 86 104 1
E 86 105 1
E 86 106 1
E 86 107 1
E 86 108 1
E 86 109 1
E 86 11 1
E 86 110 1
E 86 111 1
E 86 112 1
E 86 113 1
E 86 114 1
E 86 12 1
E 86 13 1
E 86 134 1
E 86 135 1
E 86 136 1
E 86 137 1
E 86 138 1
E 86 139 1
E 86 14 1
E 86 140 1
E 86 141 1
E 86 142 1
E 86 143 1
E 86 144 1
E 86 145 1
E 86 146 1
E 86 147 1
E 86 148 1
E 86 149 1
E 86 15 1
E 86 16 1
E 86 17 1
E 86 18 1
E 86 19 1
E 86 2 1
E 86 20 1
E 86 21 1
E 86 22 1
E 86 3 1
E 86 34 1
E 86 35 1
E 86 36 1
E 86 37 1
E 86 38 1
E 86 39 1
E 86 4 1
E 86 40 1
E 86 41 1
E 86 42 1
E 86 43 1
E 86 44 1
E 86 45 1
E 86 46 1
E 86 47 1
E 86 48 1
E 86 49 1
E 86 5 1
E 86 50 1
E 86 51 1
E 86 52 1
E 86 53 1
E 86 54 1
E 86 55 1
E 86 56 1
E 86 57 1
E 86 58 1
E 86 6 1
E 86 7 1
E 86 8 1
E 86 9 1
E 86 99 1
E 87 0 1
E 87 1 1
E 87 10 1
E 87 100 1
E 87 101 1
E 87 102 1
E 87 103 1
E 87 104 1
E 87 105 1
E 87 106 1
E 87 107 1
E 87 108 1
E 87 109 1
E 87 11 1
E 87 110 1
E 87 111 1
E 87 112 1
E 87 113 1
E 87 114 1
E 87 12 1
E 87 13 1
E 87 134 1
E 87 135 1
E 87 136 1
E 87 137 1
E 87 138 1
E 87 139 1
E 87 14 1
E 87 140 1
E 87 141 1
E 87 142 1
E 87 143 1
E 87 144 1
E 87 145 1
E 87 146 1
E 87 147 1
E 87 148 1
E 87 149 1
E 87 15 1
E 87 16 1
E 87 17 1
E 87 18 1
E 87 19 1
E 87 2 1
E 87 20 1
E 87 21 1
E 87 22 1
E 87 3 1
E 87 34 1
E 87 35 1
E 87 36 1
E 87 37 1
E 87 38 1
E 87 39 1
E 87 4 1
E 87 40 1
E 87 41 1
E 87 42 1
E 87 43 1
E 87 44 1
E 87 45 1
E 87 46 1
E 87 47 1
E 87 48 1
E 87 49 1
E 87 5 1
E 87 50 1
E 87 51 1
E 87 52 1
E 87 53 1
E 87 54 1
E 87 55 1
E 87 56 1
E 87 57 1
E 87 58 1
E 87 6 1
E 87 7 1
E 87 8 1
E 87 9 1
E 87 99 1
E 88 0 1
E 88 1 1
E 88 10 1
E 88 100 1
E 88 101 1
E 88 102 1
E 88 103 1
E 88 104 1
E 88 105 1
E 88 106 1
E 88 107 1
E 88 108 1
E 88 109 1
E 88 11 1
E 88 110 1
E 88 111 1
E 88 112 1
E 88 113 1
E 88 114 1
E 88 12 1
E 88 13 1
E 88 134 1
E 88 135 1
E 88 136 1
E 88 137 1
E 88 138 1
E 88 139 1
E 88 14 1
E 88 140 1
E 88 141 1
E 88 142 1
E 88 143 1
E 88 144 1
E 88 145 1
E 88 146 1
E 88 147 1
E 88 148 1
E 88 149 1
E 88 15 1
E 88 16 1
E 88 17 1
E 88 18 1
E 88 19 1
E 88 2 1
E 88 20 1
E 88 21 1
E 88 22 1
E 88 3 1
E 88 34 1
E 88 35 1
E 88 36 1
E 88 37 1
E 88 38 1
E 88 39 1
E 88 4 1
E 88 40 1
E 88 41 1
E 88 42 1
E 88 43 1
E 88 44 1
E 88 45 1
E 88 46 1
E 88 47 1
E 88 48 1
E 88 49 1
E 88 5 1
E 88 50 1
E 88 51 1
E 88 52 1
E 88 53 1
E 88 54 1
E 88 55 1
E 88 56 1
E 88 57 1
E 88 58 1
E 88 6 1
E 88 7 1
E 88 8 1
E 88 9 1
E 88 99 1
E 89 100 1
E 89 101 1
E 89 102 1
E 89 103 1
E 89 104 1
E 89 105 1
E 89 106 1
E 89 107 1
E 89 108 1
E 89 109 1
E 89 110 1
E 89 111 1
E 89 112 1
E 89 113 1
E 89 114 1
E 89 134 1
E 89 135 1
E 89 136 1
E 89 137 1
E 89 138 1
E 89 139 1
E 89 140 1
E 89 141 1
E 89 142 1
E 89 143 1
E 89 144 1
E 89 145 1
E 89 146 1
E 89 147 1
E 89 148 1
E 89 149 1
E 89 34 1
E 89 35 1
E 89 36 1
E 89 37 1
E 89 38 1
E 89 39 1
E 89 40 1
E 89 41 1
E 89 42 1
E 89 43 1
E 89 44 1
E 89 45 1
E 89 46 1
E 89 47 1
E 89 48 1
E 89 49 1
E 89 50 1
E 89 51 1
E 89 52 1
E 89 53 1
E 89 54 1
E 89 55 1
E 89 56 1
E 89 57 1
E 89 58 1
E 89 99 1
E 9 0 1
E 9 1 1
E 9 10 1
E 9 107 1
E 9 108 1
E 9 109 1
E 9 11 1
E 9 110 1
E 9 111 1
E 9 112 1
E 9 113 1
E 9 114 1
E 9 115 1
E 9 116 1
E 9 117 1
E 9 118 1
E 9 119 1
E 9 12 1
E 9 120 1
E 9 121 1
E 9 122 1
E 9 123 1
E 9 124 1
E 9 125 1
E 9 126 1
E 9 127 1
E 9 128 1
E 9 129 1
E 9 13 1
E 9 130 1
E 9 131 1
E 9 132 1
E 9 133 1
E 9 134 1
E 9 135 1
E 9 136 1
E 9 137 1
E 9 138 1
E 9 139 1
E 9 14 1
E 9 140 1
E 9 141 1
E 9 142 1
E 9 143 1
E 9 144 1
E 9 145 1
E 9 146 1
E 9 147 1
E 9 148 1
E 9 149 1
E 9 15 1
E 9 16 1
E 9 17 1
E 9 2 1
E 9 3 1
E 9 36 1
E 9 37 1
E 9 38 1
E 9 39 1
E 9 4 1
E 9 40 1
E 9 41 1
E 9 42 1
E 9 43 1
E 9 44 1
E 9 45 1
E 9 46 1
E 9 47 1
E 9 48 1
E 9 49 1
E 9 5 1
E 9 50 1
E 9 51 1
E 9 52 1
E 9 53 1
E 9 54 1
E 9 55 1
E 9 56 1
E 9 57 1
E 9 58 1
E 9 59 1
E 9 6 1
E 9 60 1
E 9 61 1
E 9 62 1
E 9 63 1
E 9 64 1
E 9 65 1
E 9 66 1
E 9 67 1
E 9 68 1
E 9 69 1
E 9 7 1
E 9 70 1
E 9 71 1
E 9 72 1
E 9 73 1
E 9 74 1
E 9 75 1
E 9 76 1
E 9 77 1
E 9 78 1
E 9 79 1
E 9 8 1
E 9 80 1
E 9 9 1
E 90 100 1
E 90 101 1
E 90 102 1
E 90 103 1
E 90 104 1
E 90 105 1
E 90 106 1
E 90 107 1
E 90 108 1
E 90 109 1
E 90 110 1
E 90 111 1
E 90 112 1
E 90 113 1
E 90 114 1
E 90 134 1
E 90 135 1
E 90 136 1
E 90 137 1
E 90 138 1
E 90 139 1
E 90 140 1
E 90 141 1
E 90 142 1
E 90 143 1
E 90 144 1
E 90 145 1
E 90 146 1
E 90 147 1
E 90 148 1
E 90 149 1
E 90 34 1
E 90 35 1
E 90 36 1
E 90 37 1
E 90 38 1
E 90 39 1
E 90 40 1
E 90 41 1
E 90 42 1
E 90 43 1
E 90 44 1
E 90 45 1
E 90 46 1
E 90 47 1
E 90 48 1
E 90 49 1
E 90 50 1
E 90 51 1
E 90 52 1
E 90 53 1
E 90 54 1
E 90 55 1
E 90 56 1
E 90 57 1
E 90 58 1
E 90 99 1
E 91 100 1
E 91 101 1
E 91 102 1
E 91 103 1
E 91 104 1
E 91 105 1
E 91 106 1
E 91 107 1
E 91 108 1
E 91 109 1
E 91 110 1
E 91 111 1
E 91 112 1
E 91 113 1
E 91 114 1
E 91 134 1
E 91 135 1
E 91 136 1
E 91 137 1
E 91 138 1
E 91 139 1
E 91 140 1
E 91 141 1
E 91 142 1
E 91 143 1
E 91 144 1
E 91 145 1
E 91 146 1
E 91 147 1
E 91 148 1
E 91 149 1
E 91 34 1
E 91 35 1
E 91 36 1
E 91 37 1
E 91 38 1
E 91 39 1
E 91 40 1
E 91 41 1
E 91 42 1
E 91 43 1
E 91 44 1
E 91 45 1
E 91 46 1
E 91 47 1
E 91 48 1
E 91 49 1
E 91 50 1
E 91 51 1
E 91 52 1
E 91 53 1
E 91 54 1
E 91 55 1
E 91 56 1
E 91 57 1
E 91 58 1
E 91 99 1
E 92 100 1
E 92 101 1
E 92 102 1
E 92 103 1
E 92 104 1
E 92 105 1
E 92 106 1
E 92 107 1
E 92 108 1
E 92 109 1
E 92 110 1
E 92 111 1
E 92 112 1
E 92 113 1
E 92 114 1
E 92 134 1
E 92 135 1
E 92 136 1
E 92 137 1
E 92 138 1
E 92 139 1
E 92 140 1
E 92 141 1
E 92 142 1
E 92 143 1
E 92 144 1
E 92 145 1
E 92 146 1
E 92 147 1
E 92 148 1
E 92 149 1
E 92 34 1
E 92 35 1
E 92 36 1
E 92 37 1
E 92 38 1
E 92 39 1
E 92 40 1
E 92 41 1
E 92 42 1
E 92 43 1
E 92 44 1
E 92 45 1
E 92 46 1
E 92 47 1
E 92 48 1
E 92 49 1
E 92 50 1
E 92 51 1
E 92 52 1
E 92 53 1
E 92 54 1
E 92 55 1
E 92 56 1
E 92 57 1
E 92 58 1
E 92 99 1
E 93 100 1
E 93 101 1
E 93 102 1
E 93 103 1
E 93 104 1
E 93 105 1
E 93 106 1
E 93 107 1
E 93 108 1
E 93 109 1
E 93 110 1
E 93 111 1
E 93 112 1
E 93 113 1
E 93 114 1
E 93 134 1
E 93 135 1
E 93 136 1
E 93 137 1
E 93 138 1
E 93 139 1
E 93 140 1
E 93 141 1
E 93 142 1
E 93 143 1
E 93 144 1
E 93 145 1
E 93 146 1
E 93 147 1
E 93 148 1
E 93 149 1
E 93 34 1
E 93 35 1
E 93 36 1
E 93 37 1
E 93 38 1
E 93 39 1
E 93 40 1
E 93 41 1
E 93 42 1
E 93 43 1
E 93 44 1
E 93 45 1
E 93 46 1
E 93 47 1
E 93 48 1
E 93 49 1
E 93 50 1
E 93 51 1
E 93 52 1
E 93 53 1
E 93 54 1
E 93 55 1
E 93 56 1
E 93 57 1
E 93 58 1
E 93 99 1
E 94 100 1
E 94 101 1
E 94 102 1
E 94 103 1
E 94 104 1
E 94 105 1
E 94 106 1
E 94 107 1
E 94 108 1
E 94 109 1
E 94 110 1
E 94 111 1
E 94 112 1
E 94 113 1
E 94 114 1
E 94 134 1
E 94 135 1
E 94 136 1
E 94 137 1
E 94 138 1
E 94 139 1
E 94 140 1
E 94 141 1
E 94 142 1
E 94 143 1
E 94 144 1
E 94 145 1
E 94 146 1
E 94 147 1
E 94 148 1
E 94 149 1
E 94 34 1
E 94 35 1
E 94 36 1
E 94 37 1
E 94 38 1
E 94 39 1
E 94 40 1
E 94 41 1
E 94 42 1
E 94 43 1
E 94 44 1
E 94 45 1
E 94 46 1
E 94 47 1
E 94 48 1
E 94 49 1
E 94 50 1
E 94 51 1
E 94 52 1
E 94 53 1
E 94 54 1
E 94 55 1
E 94 56 1
E 94 57 1
E 94 58 1
E 94 99 1
E 95 100 1
E 95 101 1
E 95 102 1
E 95 103 1
E 95 104 1
E 95 105 1
E 95 106 1
E 95 107 1
E 95 108 1
E 95 109 1
E 95 110 1
E 95 111 1
E 95 112 1
E 95 113 1
E 95 114 1
E 95 134 1
E 95 135 1
E 95 136 1
E 95 137 1
E 95 138 1
E 95 139 1
E 95 140 1
E 95 141 1
E 95 142 1
E 95 143 1
E 95 144 1
E 95 145 1
E 95 146 1
E 95 147 1
E 95 148 1
E 95 149 1
E 95 34 1
E 95 35 1
E 95 36 1
E 95 37 1
E 95 38 1
E 95 39 1
E 95 40 1
E 95 41 1
E 95 42 1
E 95 43 1
E 95 44 1
E 95 45 1
E 95 46 1
E 95 47 1
E 95 48 1
E 95 49 1
E 95 50 1
E 95 51 1
E 95 52 1
E 95 53 1
E 95 54 1
E 95 55 1
E 95 56 1
E 95 57 1
E 95 58 1
E 95 99 1
E 96 100 1
E 96 101 1
E 96 102 1
E 96 103 1
E 96 104 1
E 96 105 1
E 96 106 1
E 96 107 1
E 96 108 1
E 96 109 1
E 96 110 1
E 96 111 1
E 96 112 1
E 96 113 1
E 96 114 1
E 96 134 1
E 96 135 1
E 96 136 1
E 96 137 1
E 96 138 1
E 96 139 1
E 96 140 1
E 96 141 1
E 96 142 1
E 96 143 1
E 96 144 1
E 96 145 1
E 96 146 1
E 96 147 1
E 96 148 1
E 96 149 1
E 96 34 1
E 96 35 1
E 96 36 1
E 96 37 1
E 96 38 1
E 96 39 1
E 96 40 1
E 96 41 1
E 96 42 1
E 96 43 1
E 96 44 1
E 96 45 1
E 96 46 1
E 96 47 1
E 96 48 1
E 96 49 1
E 96 50 1
E 96 51 1
E 96 52 1
E 96 53 1
E 96 54 1
E 96 55 1
E 96 56 1
E 96 57 1
E 96 58 1
E 96 99 1
E 97 100 1
E 97 101 1
E 97 102 1
E 97 103 1
E 97 104 1
E 97 105 1
E 97 106 1
E 97 107 1
E 97 108 1
E 97 109 1
E 97 110 1
E 97 111 1
E 97 112 1
E 97 113 1
E 97 114 1
E 97 134 1
E 97 135 1
E 97 136 1
E 97 137 1
E 97 138 1
E 97 139 1
E 97 140 1
E 97 141 1
E 97 142 1
E 97 143 1
E 97 144 1
E 97 145 1
E 97 146 1
E 97 147 1
E 97 148 1
E 97 149 1
E 97 34 1
E 97 35 1
E 97 36 1
E 97 37 1
E 97 38 1
E 97 39 1
E 97 40 1
E 97 41 1
E 97 42 1
E 97 43 1
E 97 44 1
E 97 45 1
E 97 46 1
E 97 47 1
E 97 48 1
E 97 49 1
E 97 50 1
E 97 51 1
E 97 52 1
E 97 53 1
E 97 54 1
E 97 55 1
E 97 56 1
E 97 57 1
E 97 58 1
E 97 65 1
E 97 66 1
E 97 67 1
E 97 68 1
E 97 69 1
E 97 70 1
E 97 71 1
E 97 72 1
E 97 73 1
E 97 74 1
E 97 75 1
E 97 76 1
E 97 77 1
E 97 78 1
E 97 79 1
E 97 80 1
E 97 81 1
E 97 82 1
E 97 83 1
E 97 84 1
E 97 85 1
E 97 86 1
E 97 87 1
E 97 88 1
E 97 89 1
E 97 90 1
E 97 91 1
E 97 99 1
E 98 100 1
E 98 101 1
E 98 102 1
E 98 103 1
E 98 104 1
E 98 105 1
E 98 106 1
E 98 107 1
E 98 108 1
E 98 109 1
E 98 110 1
E 98 111 1
E 98 112 1
E 98 113 1
E 98 114 1
E 98 134 1
E 98 135 1
E 98 136 1
E 98 137 1
E 98 138 1
E 98 139 1
E 98 140 1
E 98 141 1
E 98 142 1
E 98 143 1
E 98 144 1
E 98 145 1
E 98 146 1
E 98 147 1
E 98 148 1
E 98 149 1
E 98 65 1
E 98 66 1
E 98 67 1
E 98 68 1
E 98 69 1
E 98 70 1
E 98 71 1
E 98 72 1
E 98 73 1
E 98 74 1
E 98 75 1
E 98 76 1
E 98 77 1
E 98 78 1
E 98 79 1
E 98 80 1
E 98 81 1
E 98 82 1
E 98 83 1
E 98 84 1
E 98 85 1
E 98 86 1
E 98 87 1
E 98 88 1
E 98 89 1
E 98 90 1
E 98 91 1
E 98 99 1
E 99 100 1
E 99 101 1
E 99 102 1
E 99 103 1
E 99 104 1
E 99 105 1
E 99 106 1
E 99 107 1
E 99 108 1
E 99 109 1
E 99 110 1
E 99 111 1
E 99 112 1
E 99 113 1
E 99 114 1
E 99 134 1
E 99 135 1
E 99 136 1
E 99 137 1
E 99 138 1
E 99 139 1
E 99 140 1
E 99 141 1
E 99 142 1
E 99 143 1
E 99 144 1
E 99 145 1
E 99 146 1
E 99 147 1
E 99 148 1
E 99 149 1
E 99 65 1
E 99 66 1
E 99 67 1
E 99 68 1
E 99 69 1
E 99 70 1
E 99 71 1
E 99 72 1
E 99 73 1
E 99 74 1
E 99 75 1
E 99 76 1
E 99 77 1
E 99 78 1
E 99 79 1
E 99 80 1
E 99 81 1
E 99 82 1
E 99 83 1
E 99 84 1
E 99 85 1
E 99 86 1
E 99 87 1
E 99 88 1
E 99 89 1
E 99 90 1
E 99 91 1
E 99 99 1
RAMP 52 42 E
RAMP 52 43 E
RAMP 52 44 E
RAMP 52 45 E
RAMP 53 42 E
RAMP 53 43 E
RAMP 53 44 E
RAMP 53 45 E
RAMP 57 3 E
RAMP 57 4 E
RAMP 57 5 E
RAMP 57 6 E
RAMP 57 7 E
RAMP 57 17 E
RAMP 57 18 E
RAMP 57 19 E
RAMP 57 20 E
RAMP 58 3 E
RAMP 58 4 E
RAMP 58 5 E
RAMP 58 6 E
RAMP 58 7 E
RAMP 58 17 E
RAMP 58 18 E
RAMP 58 19 E
RAMP 58 20 E
RAMP 58 32 S
RAMP 58 33 S
RAMP 59 32 S
RAMP 59 33 S
RAMP 60 32 S
RAMP 60 33 S
RAMP 61 32 S
RAMP 61 33 S
RAMP 61 59 N
RAMP 61 60 N
RAMP 62 32 S
RAMP 62 33 S
RAMP 62 59 N
RAMP 62 60 N
RAMP 63 59 N
RAMP 63 60 N
RAMP 64 59 N
RAMP 64 60 N
RAMP 70 68 W
RAMP 71 68 W
RAMP 72 23 N
RAMP 72 24 N
RAMP 72 32 S
RAMP 72 33 S
RAMP 73 23 N
RAMP 73 24 N
RAMP 73 32 S
RAMP 73 33 S
RAMP 74 23 N
RAMP 74 24 N
RAMP 74 32 S
RAMP 74 33 S
RAMP 75 23 N
RAMP 75 24 N
RAMP 75 32 S
RAMP 75 33 S
RAMP 76 23 N
RAMP 76 24 N
RAMP 76 32 S
RAMP 76 33 S
RAMP 78 75 S
RAMP 78 76 S
RAMP 89 3 W
RAMP 89 4 W
RAMP 89 5 W
RAMP 89 6 W
RAMP 89 7 W
RAMP 89 17 W
RAMP 89 18 W
RAMP 89 19 W
RAMP 89 20 W
RAMP 89 59 N
RAMP 89 60 N
RAMP 90 3 W
RAMP 90 4 W
RAMP 90 5 W
RAMP 90 6 W
RAMP 90 7 W
RAMP 90 17 W
RAMP 90 18 W
RAMP 90 19 W
RAMP 90 20 W
RAMP 90 59 N
RAMP 90 60 N
RAMP 91 59 N
RAMP 91 60 N
RAMP 92 59 N
RAMP 92 60 N
RAMP 98 40 W
RAMP 98 41 W
RAMP 98 42 W
RAMP 98 43 W
RAMP 98 51 W
RAMP 98 52 W
RAMP 98 53 W
RAMP 98 54 W
RAMP 98 55 W
RAMP 99 40 W
RAMP 99 41 W
RAMP 99 42 W
RAMP 99 43 W
RAMP 99 51 W
RAMP 99 52 W
RAMP 99 53 W
RAMP 99 54 W
RAMP 99 55 W
RAMP 138 1 E
RAMP 138 7 S
RAMP 139 1 E
RAMP 139 2 E
RAMP 139 4 E
RAMP 139 5 E
RAMP 139 6 S
RAMP 139 7 S
RAMP 140 5 E
RAMP 140 7 S
RAMP 142 2 E
G 1 1 1 1
G 1 112 1 112
G 1 113 1 112
G 1 125 1 125
G 1 126 1 125
G 1 147 1 147
G 1 148 1 147
G 1 2 1 1
G 1 26 1 26
G 1 27 1 26
G 1 44 1 44
G 1 45 1 44
G 1 75 1 75
G 1 76 1 75
G 1 94 1 94
G 1 95 1 94
G 100 1 99 1
G 100 2 99 1
G 102 116 102 116
G 102 117 102 116
G 103 116 102 116
G 103 117 102 116
G 104 30 104 30
G 104 31 104 30
G 104 66 104 66
G 104 67 104 66
G 105 30 104 30
G 105 31 104 30
G 105 66 104 66
G 105 67 104 66
G 111 110 111 110
G 111 111 111 110
G 112 110 111 110
G 112 111 111 110
G 112 25 112 25
G 112 26 112 25
G 113 130 113 130
G 113 131 113 130
G 113 25 112 25
G 113 26 112 25
G 114 130 113 130
G 114 131 113 130
G 114 147 114 147
G 114 148 114 147
G 114 58 114 58
G 114 59 114 58
G 115 147 114 147
G 115 148 114 147
G 115 58 114 58
G 115 59 114 58
G 119 124 119 124
G 119 125 119 124
G 119 147 119 147
G 119 148 119 147
G 119 71 119 71
G 119 72 119 71
G 119 88 119 88
G 119 89 119 88
G 120 124 119 124
G 120 125 119 124
G 120 147 119 147
G 120 148 119 147
G 120 71 119 71
G 120 72 119 71
G 120 88 119 88
G 120 89 119 88
G 122 1 122 1
G 122 2 122 1
G 122 42 122 42
G 122 43 122 42
G 123 1 122 1
G 123 2 122 1
G 123 42 122 42
G 123 43 122 42
G 124 109 124 109
G 124 110 124 109
G 125 109 124 109
G 125 110 124 109
G 127 14 127 14
G 127 15 127 14
G 128 14 127 14
G 128 15 127 14
G 133 134 133 134
G 133 135 133 134
G 134 134 133 134
G 134 135 133 134
G 135 46 135 46
G 135 47 135 46
G 135 68 135 68
G 135 69 135 68
G 136 46 135 46
G 136 47 135 46
G 136 68 135 68
G 136 69 135 68
G 14 19 14 19
G 14 20 14 19
G 14 61 14 61
G 14 62 14 61
G 142 10 142 9
G 142 9 142 9
G 143 10 142 9
G 143 9 142 9
G 147 104 147 104
G 147 105 147 104
G 147 115 147 115
G 147 116 147 115
G 147 130 147 130
G 147 131 147 130
G 147 147 147 147
G 147 148 147 147
G 147 24 147 24
G 147 25 147 24
G 147 44 147 44
G 147 45 147 44
G 147 54 147 54
G 147 55 147 54
